after_treatment,text
快递 很快 头天 买 第二天 到货 京东 快 儿子 买 不 知道 好用 不 用后 再 评价,快递很快，头天买，第二天就到货，京东就是快。给儿子买的，不知道好用不，用后再来评价
机器配置 蛮高 性价比 高 外观 还 不错 尺寸 刚高 一只 手 抓住 玩游戏 看电视 都 合适 金属 机身 时间 久 散热 问题 稍微 有点 热 秒杀 前一天 买 没 赶上 优惠,机器配置蛮高，性价比高，外观还不错，尺寸刚高可以一只手抓住，玩游戏看电视都合适，但是金属机身用用时间久了散热是问题，稍微有点热，秒杀前一天买的没赶上优惠！
质量 价格 送货 都 非常 一流 使用 华为 手机 之前 家族 使用 三星 手机 系列 直到 三星 质量 售后 越来越 人 伤心 后 选择 华为 使用 之后 真有 相见恨晚 感觉 华为 系列 目前 全家 钟爱 希望 质量 售后 保持,从质量到价格送货都是非常的一流，使用华为手机之前，我们家族一直使用三星手机系列，直到三星的质量及售后越来越让人伤心后选择了华为，使用了之后真有相见恨晚的感觉，华为系列目前是我们全家的钟爱，希望质量及售后保持
京东 物流 无可挑剔 风 速度 方便快捷 华为 平板 拿的出手 做工 精良 物美价廉 支持 国货 支持 华为,京东物流无可挑剔，风一样的速度，方便快捷，华为平板可以拿的出手，做工精良，物美价廉，支持国货，支持华为！
物流 速度,物流速度可以
还 不错 买来 做 测试 推荐,还不错啦，买来做测试用的。推荐。
机器 不错 手感 运行 流畅,机器不错，手感可以，运行流畅。
不错 不错 回来 更新 系统 现在 全家 都 华为,不错不错，拿回来就更新系统了，现在全家都用华为。
东西 不错 质量 好 华为 值得 信赖,东西不错，质量很好的，华为值得信赖
还 公司 买 上位 机用 OTG 模式 下 不能 pad 充电 好像 这点 有点 不爽 最好 做成 OTG 模式 下 双向 选择 充电 完美 不 知道 解答 下 华为 m3 充电 管理 进行 原理,还可以吧，替公司买的，作为上位机用，不过OTG模式下不能给pad充电好像，这点有点不爽啊，最好能做成OTG模式下双向可选择充电，那就完美了！不知道谁能解答下华为m3的充电管理是怎么进行的，什么原理
三 外观 手感 上 来说 苹果 好 细节 处理 方面 华为 较大 提升 空间 平板 正面 边缘 圆角 竟然 没有 处理 到位 摸 稍微 刮手 不 影响 当然 这是 去年 产品 今年 应该 差不多,三，外观，从手感上来说苹果的要好，细节处理方面华为有较大的提升空间，因为这个平板的正面边缘圆角竟然没有处理到位，摸着稍微刮手，但是不影响。当然，这是去年的产品，今年应该差不多了。
好 几天 才 评价 感觉 还 不错 买 儿子 下围棋 本来 以为 价位 平板 so so 没想到 出乎意料 大 惊喜 外观 质感 运行 速度 都 好 反应 很快 物美价廉 支持 国产 支持 华为,用了好几天才来评价的，感觉还不错。买给儿子下围棋用的，本来以为这个价位的平板也就so so而已，没想到出乎意料，大惊喜，外观，质感，运行速度什么的都很好，反应也很快，总之物美价廉，支持国产！支持华为！
没有 发票 分辨率 不行 玩游戏 眼睛 疼 乐视 会员 诛 仙 cdk 需要 微信 lic770 没用,没有发票，分辨率不行！玩游戏眼睛疼！！！乐视会员和诛仙cdk需要的微信lic770，我没用。
能够 满足 日常 需求 来看 PDF 格式 文件 不错 看书 感觉 差不多,能够满足日常需求，用来看PDF格式的文件不错，跟看书的感觉差不多。
手机 真心 不错 已经 买 第二部 刚刚 同事 帮 买 一部 才 想 起来 评价,手机真心不错，已经买第二部了，刚刚同事让我帮她买一部，我才想起来评价
刚用 现在 还 不 知道 过段时间 再 评论,刚用，现在还不知道，过段时间再来评论。
目前 还好 屏大 便宜 妈妈 看片 神器 ~ ~ ~ ~ ~ ~ ~ ~ ~,目前还好，屏大便宜，妈妈看片神器~~~~~~~~~
非常 非常 感谢 国产品牌,非常非常，感谢国产品牌。
起来 感觉 还好 系统 游戏 都 比较 流畅 实际 可用内存 大约 6g 加个 内存卡 电池 看 电影 大约 六小时 这是 新机 状态,用起来感觉还好，系统游戏都比较流畅，实际可用内存大约有6g……加个内存卡，电池看电影大约六小时，这是新机状态
性价比 非常 高 移动 4G 网络 华为 值得 大家 信赖,性价比非常高，可以用移动4G网络，华为值得大家信赖。
华为 品质 保障,华为的还是有品质保障的
不 知道 能升 mui5.1 系统 起来 不怎么 好用 娱乐 兔 跑 一下 才 5 万多 分 gpu 1980 1080 分辨率 下 有点 卡 电池 还 十个 小时 左右,不知道什么时候能升到一mui5.1。系统用起来还是不怎么好用，娱乐兔跑了一下才5万多分。gpu，在1980×1080分辨率下有点卡。电池还可以用十个小时左右。
买 岳母 大人 礼物 老太太 精神 天天 都 视频 通话,买给我岳母大人的礼物，老太太很有精神，天天都视频通话
真的 好 支持 国货 国人 自强 自给自足,这个真的好 支持国货 国人自强 自给自足
还 没用 办年 会 买 礼物 应该 不错 嘿嘿,还没用，办年会买的礼物，应该不错吧，嘿嘿
非常 棒 性价比 极高 屏幕 大 照像 功能 清晰 老人 使 合适,非常棒，性价比极高，屏幕大，照像功能也很清晰，老人使很合适
还 二天 没 发现 问题 速度 还 行,还可以，用了二天了，没发现什么问题，速度还行
好 平板 续航 能力 不错 速度 很快 秒杀 看来 买 亏了,很好的平板，续航能力不错，速度也很快，又要秒杀了，看来买亏了。
非常 好用 货真价实 买 两个,非常好用，货真价实买了两个。
东西 一段时间 感觉 不错 支持 国货,东西用了一段时间了，感觉很不错，支持国货。
好 满意 妈妈 喜欢,很好，很满意，妈妈很喜欢
还 不错,还不错哦。。。。。。。。。。。。
使用 一段时间 才 评论 起来 方面 性能 都 不错 买来 玩游戏 方面 游戏 体验 都 唯一 不足 系统 占用 内存 9 G,使用一段时间才来评论，用起来各方面性能都不错。买来就是为了玩游戏的，各方面的游戏体验都可以。唯一不足的是系统占用内存有9个G。
不错 非常 喜欢 好用 华为 值得 拥有,不错，非常喜欢，好用，华为值得拥有
不错 清晰,不错，很清晰
产品 喜欢 唯一 买错 凑活 反应 还 有时 快 有时 慢点 好 支持 京东 永远 支持,产品很喜欢，唯一就是买错了，凑活用吧，反应还可以，有时快有时慢点，但也很好了！支持京东，永远支持
东西 还 很正,东西还可以。很正
一部 帮 朋友 买 3 部 好用 相信 华为,自己用的一部，帮朋友买了3部，就是好用，相信华为
买 之前 看过 很多 评论 说 屏幕 不好 买 后 特意 测试 很久 才 评价 最最 震撼 两个 内置 喇叭 感觉 耳朵 怀孕 测试 游戏 王者 荣耀 相当 流畅 看 电影 很爽 最赞 电池 续航 能力 相当 牛 逼 一天 看 电影 听歌 玩游戏 整个 白天 都 够用 我买个 不下 5 平板 感觉 最值 一款 平板 推荐 大家,买之前看过很多的评论，说屏幕不好，我买后特意测试很久才来评价，最最震撼的就是两个内置喇叭，感觉耳朵怀孕了！然后测试游戏，王者荣耀相当流畅！看电影也很爽，最赞的就是电池续航能力，相当的牛逼了！一天看电影听歌玩游戏，整个白天都够用！我买个不下5个平板了，这是我感觉最值的一款平板！推荐给大家
爱 中华 支持 华为 质量 好,爱我中华，支持华为，质量很好。
不错 不错 送货 速度快 质量 保证 不错 体验,不错不错，送货速度快，质量有保证，不错的体验
老婆 喜欢 买 生日礼物 物流 很快,老婆很喜欢，买给她的生日礼物，物流很快，
不 知道 配置 情况 下 盲约 M3 青春 版 人 青春期 冲动 18 元为 冲动 买单 华为 大概 抓住 一点 惊 没喜 降低 屏幕 内存 做法 合理 差价 300 还用 骁龙 435 强大 无比 CPU 不愧为 我国 华为 良心 之作 堪比 一代 神机 再现 水果机 都 拜服 神机 太 浪费 真 还 买 m2 金属 机身 麒麟 930 一周 游戏 一点 都 不卡 活动 950 拿下 非常 性价比 系统 更新 跟不上 配置 不低 却 不 升级 emui5.1 良心 华为,不知道配置的情况下盲约了M3青春版，人的青春期是很冲动的，18元为冲动买单，华为大概就是抓住了这一点，结果很惊没喜！降低屏幕，内存做法很合理，也就差价300而已，但是还用了骁龙435如此强大无比的CPU，不愧为我国之华为良心之作，堪比一代神机再现，水果机都要拜服于此，如此神机给我太浪费了，真还不如买m2，金属机身，麒麟930，用了一周，游戏一点都不卡，活动950+拿下，非常有性价比，就是这系统更新跟不上啊，配置不低却不升级emui5.1，良心的华为。
整体 感觉 满意 查验 正品 打游戏 还 凑合 像素 待机,整体感觉满意，查验了是正品，打游戏还凑合，像素一般，待机也可以
看着 不错 先用 看,看着不错，先用着看！
不错 不错 看碟 方便 很多,不错不错，看碟方便很多了。
物流 真 快 下单 后 22 小时 取货 宝贝 试用 三 小时 系统升级 出 点 问题 拍照 不能 使用 重新 升级 解决 以为 硬件 问题 充电 速度 发热量 内存 小 点 不到 10G 内存 需 扩展 SD 卡 32G 以上 才行 不了 多久 肯定 卡 慢 总体 上 宝贝,物流真快！下单后22小时取货，宝贝试用三小时，系统升级出了点问题，拍照不能使用，重新升级解决！以为硬件有问题！充电速度、发热量一般。只是内存小了点，只有不到10G内存，需扩展SD卡32G以上才行，否则用不了多久，肯定卡、慢！总体上宝贝可以。
东西 不错 质量 非常 好 我用 几个 月 才 评价 没 贴膜 屏幕 一点 都 没事 国产 第一,东西不错，质量非常好，我用了几个月才来的评价，没贴膜，屏幕一点都没事，国产第一。
一线 大 品牌 质量 好,一线大品牌，质量好
去年 买 1888 元 今年 才 1299 降价 太快 玩游戏 确实 不错,去年买的1888元 今年才1299 降价也太快了吧 不过玩游戏确实不错
说 声音 蛮 好 边上 有点 黑边 内存 感觉 16G 小 一点 32G 完美,这个怎么说呢？嗯，声音还是蛮好的，然后边上有点黑边还有那个内存呢，这个感觉是16G还是小了一点，如果有32G的话就完美
好 正品 物流 速度 力 快递 员 态度 好 爸爸 买 生日礼物 喜欢 京东 售后 挺不错 在线 咨询 回复 有点 慢 希望 改进,很好，是正品，物流速度很给力，快递员态度很好。给爸爸买的生日礼物，他很喜欢。京东的售后也挺不错的，只是这个在线咨询回复有点慢，希望能改进。
追加 评价 还 不错 家人 买 好评 支持 华为,追加评价，还不错哦。给家人买的，好评。支持华为。
满意 满意 满意 满意 满意 满意 满意,很满意很满意很满意很满意很满意很满意很满意
款 平板 配套 钢化 膜 皮套 耳机 给我发 链接 谢谢 送货 快 京东 特点,这款平板有配套的钢化膜，皮套，耳机吗？如果有给我发个链接，谢谢了！送货就是快！这个是京东的特点！
搬家 东西 都 换 还,搬家东西都要换了，还可以吧
感觉 还 行 看吧 应该 还 行 电子产品 发热 正常 电视 看 时间 长 还 热,感觉还行，用用看吧，应该还行，电子产品发热正常啊，电视看时间长还热呢。
华为 不错,可以的 华为不错
